ID;URL;Titel;Beschreibung;Ort;sozioek;ereichbar_zug;phys;klima_umwelt;datentypen;Komm;Portaltyp;amsta;fachda;opendportal;geodatenportal;Ebene;Adresse_Herausgeber;Geodaten;lon;lat1;geprüft;Lizenz
152;https://geoportal.heilbronn.de/;Geodatenportal der Stadt Heilbronn;Online-Visualisierungen der Stadtkarte, Bebauungspläne, Umweltdaten, Luftbilder, Grünflächen, Schutgebiete, kleinräumige Gliederung und Topographie (erfordert Flash-Plugin, Stand 28.10.2017);Heilbronn; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktplatz 7, 74072 Heilbronn;ja;9.23600201456042;49.108744548223; ; 
153;https://geoportal.hohenlohekreis.de;HOKis-Geoportal;Hohenlohekreis-informationssystem (HOKis) bietet u.a. Geoinformationen und Services zu den folgenden Themen an: Bebauungsplan und Flächennutzung, Flurstück und Umwelt, Rettungskarte Forst, Luftbilder, Schulstandorte, Pflegeeinrichtungen, Abfallwirtschaft, Kleindenkmale, Kocher- und Jagstverordnung, Potenzialatlas Erneuerbare Energien, Radroutenplaner (Stand 28.10.2017);Hohenlohe Kreis; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Allee 17, 74653 Künzelsau;ja;9.69182610984558;49.2728346729795; ; 
154;http://offenesdresden.de/;OffenesDresden.de;Inoffizielle Übersicht über OpenData-Projekte in und um Dresden, geführt von Open Data Aktivisten der Stadt. (Stand: 12.3.2018);Dresden;JA; ;JA;JA;J; ;odp; ; ;JA; ;kommunal;Dresden; ;13.8121419640756;50.9762321371299; ; 
155;https://www.landkreis-emmendingen.de/index.php?id=199;Interaktive Kreiskarte Landkreis Emmedingen;Interaktive Karte von raumbezogenen, verwaltungsspezifischen Geodaten des Landkreises Emmendingen (Stand: 12.3.2018);Landkreis Emmedingen; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Bahnhofstraße 2-4, D-79312 Emmendingen;ja;7.8486905;48.1199470963766; ; 
156;http://www.gisserver.de/schwaebisch-gmuend/;Geodatenportal der Stadt Schwäbisch Gmüd;Online-Visualisierungen u.a. der Stadtkarte, Bebauungspläne, Landschaftsplan, Katasterkarte, Bodenrichtwerte, Baulücken, Solarkataster, historische Karten, Umweltdaten, Luftbilder, Topographie (erfordert Flash-Plugin, Stand 28.10.2017);Schwäbisch Gmüd; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktplatz 37, 73525 Schwäbisch Gmünd;ja;9.83984875508333;48.819026983262; ; 
157;https://www.loerrach-landkreis.de;Bürger-Geoportal des Landreis Lörrach;Intaraktive Web-Karten zu den Themen Abfallwirtschaft, Behörden/Gemeinden, Bewegungsatlas, Bebauungspläne/Kehrbezirke
Bildungseinrichtungen, Energie/Geothermie, Flurstückssuche, Kleindenkmale, Fahrradwegweisungsnetz, Tourismus/ÖPNV, Umwelt & bergbaubedingte Belastungen (erfordert Flash-Plugin, Stand 28.10.2017);Landreis Lörrach; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Palmstraße 3,79539 Lörrach;ja;7.65771474860956;47.6128910588448; ; 
160;https://www.radolfzell.de/b%C3%BCrgerportal;Bürgerportal der Stadt Radolfzell am Bodensee;Kommunales Geoportal von Radolfzell mit Bebauungsplänen, Karten zu Verkehr, öffentlichen Einrichtungen u.a. (erfordert Flash-Plugin, Stand 28.10.2017);Radolfzell; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktplatz 2, 78315 Radolfzell am Bodensee;ja;8.96894371108949;47.7373622462598; ; 
161;https://www.ioer-monitor.de/;IÖR-Monitor;Der Monitor der Siedlungs- und Freiraumentwicklung (IÖR-Monitor) stellt Informationen zur Flächennutzung und Landschaftsqualität in Deutschland.;Deutschland; ;JA;JA;JA;csv; ;fachda; ;JA; ; ;national;51.0504 N, 13.7373 E;ja;13.5980930846208;51.0910442312586;1/7/2021;spezielle Nutzungsbedingungen auf Homepage ausgewiesen
162;https://geoport-lk-mse.de/geoportal/index.php;GeoPortal Landkreis Mecklenburgische Seenplatte;Geoportal des Landkreises mit Bürger-Portal für jeden und WebGIS-Karten über kvwmap für Berechtigte (Stand: 8.1.2018);Landkreis Mecklenburgische Seenplatte; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Zum Amtsbrink 2,  17192 Waren (Müritz);ja;12.680729;53.5183011976635; ; 
163;https://www.europeandataportal.eu/;Europäisches Datenportal;Das Europäische Datenportal bündelt Datenbestände aus öffentlichen Datenportalen in europäischen Ländern. Dazu gehören auch Informationen zur Bereitstellung von Daten und den Vorteilen ihrer Weiterverwendung.;Europa;JA;JA;JA;JA;alle gängigen offenen, weiterverarbetbaren Formate (csv, html, shp, excel, WMS, GML, etc.), aber auch pdfs; ;odp; ; ;JA; ;international; ;ja;7.79194370294756;48.5614100094343;1/7/2021;je nach Datensatz ausgewiesen
164;http://geoportal-vg.de/geoportal/;Geoportal Landkreis Vorpommern-Greifswald;Geoportal des Landkreises mit Web-Atlas für jeden, WebGIS-Karten über kvwmap für Berechtigte und GeoShop (Stand: 8.1.2018);Landkreis Vorpommern-Greifswald; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Feldstraße 85a, 17489 Greifswald;ja;13.3890346;54.0862614977628; ; 
165;http://geoport.lk-vr.de;Geoportal Landkreis Vorpommern-Rügen;Geoportal des Landkreises Vorpommern-Rügen mit Bürger-Portal für jeden und Kartenteil von GeoPORT.VR für registierte Berechtigte sowie freie Geodienste und Shop (Stand: 8.1.2018);Landkreis Vorpommern-Rügen; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Tribseer Damm 1a, 18437 Stralsund;ja;13.0792216;54.3093337978003; ; 
166;https://www.landkreis-rostock.de/landkreis/kreisverwaltung/katasteramt/kartenthemen/index.html;Geoportal Landkreis Rostock;Webkarten-Viewer zu unterschiedlichen Themen des öffentlichen Raumes (Verkehr/Infrastruktur, Naturdenkmale, Gesundheit, Geflügelpest u.a.) im Landkreis Rostock (Stand: 8.1.2018);Landkreis Rostock; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;August-Bebel-Str. 3, 18209 Bad Doberan;ja;11.9039450089883;54.1059815477663; ; 
168;https://www.kiel.de/de/kiel_zukunft/statistik_kieler_zahlen/open_data/;Open Data Kiel;Open Data der Kieler Stadtverwaltung (Stand: 15.3.2019);Kiel;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Fleethörn 9, 24103 Kiel;ja;10.1862647804662;54.3402660071129; ; 
172;http://metaver.de;Metaver – MetadatenVerbund;Zentraler Zugangspunkt zu den Umwelt und GDI-Metadaten aus  Brandenburg, Bremen, Hamburg, Mecklenburg-Vorpommern, Saarland und Sachsen-Anhalt;Deutschland; ; ;JA;JA;xml, shape; ;odp; ; ;JA; ;national;Neuenfelder Straße 19, D-21109 Hamburg;ja;10.1885780448099;53.5468763084483;1/7/2021;je nach Ressource ausgewiesen
173;http://numis.niedersachsen.de/;NUMIS – Das Niedersächsische Umweltportal;Umweltdatenportal des Landes Niedersachsen  (Stand: 12.02.2018);Niedersachsen; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Archivstraße 2, 30169 Hannover; ;9.70745284179398;52.3101631260465; ; 
174;http://ec.europa.eu/eurostat/;Eurostat – Statistisches Amt der EU;Amtliche Statistiken für die Europäische Union (Stand: 7.2.2018);Europa;JA; ; ;JA;Tabellen ua.als csv; ;amsta;JA; ; ; ;international;Rue Alphonse Weicker, L-2721 Luxemburg;ja;6.21690625845664;49.6515143511032;1/7/2021;Lizenz Creative Commons Attribution 4.0 International (CC BY 4.0)plus Zusatz © EuroGeographics
175;http://ec.europa.eu/eurostat/web/gisco/;GISCO – Das Geographische Informationssystem der Kommission;Geographische Informationen, z.B. Geobasisdaten  auf drei Ebenen: unionsweit, nach EU-Land, nach Region;Europa;JA; ;JA;JA;SHP, TopoJSON, geoJSON, GDB, SVG; ;geoda; ; ; ;JA;international;Rue Alphonse Weicker, L-2721 Luxemburg;ja;6.12396752658662;49.6123548210067;1/7/2021;Lizenz Creative Commons Attribution 4.0 International (CC BY 4.0)
176;https://www.kiel.de/de/kiel_zukunft/statistik_kieler_zahlen/index.php;Kieler Zahlen – Die wichtigsten Daten im Überblick;Amtliche Statistiken, Berichte und Zusammenfassungen der Stadt Kiel  (Stand: 12.02.2018);Kiel;JA;JA;JA; ; ; ;amsta;JA; ; ; ;kommunal;Fleethörn 9, 24103 Kiel; ;10.079700316959;54.3044362315979; ; 
179;https://www.laiv-mv.de/Statistik/;Statistisches Landesamt Mecklenburg-Vorpommern;Amtliche Statistiken und Berichte des Landes Mecklenburg-Vorpommern (Stand: 12.02.2018);MV;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Lübecker Str. 287, 19059 Schwerin; ;11.3271747037387;53.6290374209337; ; 
180;https://www.statistik-bw.de/;Statistisches Landesamt Baden-Württemberg;Amtliche Statistiken und Berichte des Landes Baden-Württemberg (Stand: 12.02.2018);Baden-Württemberg;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Böblinger Straße 68, 70199 Stuttgart; ;9.14187126584275;48.7108060518047; ; 
181;https://www.statistik.bayern.de;Bayerisches Landesamt für Statistik;Amtliche Statistiken und Berichte des Freistaates Bayern (Stand: 12.02.2018);Bayern;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Nürnberger Str. 95, 90762 Fürth; ;10.9888943112725;49.461668552841; ; 
182;http://statistik-nord.de/;Statistisches Amt für Hamburg und Schleswig-Holstein;Amtliche Statistiken und Berichte des Statistikamtes Nord für Hamburg und Schleswig-Holstein mit Standorten in Hamburg und Kiel (Stand: 12.02.2018);Hamburg, Schleswig-Holstein;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Steckelhörn 12, 20457 Hamburg; ;10.1382391663361;53.6145914528793; ; 
183;http://statistik-hessen.de/;Hessisches Statistisches Landesamt;Amtliche Statistiken und Berichte des Landes Hessen (Stand: 12.02.2018);Hessen;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Rheinstraße 35/37, 65185 Wiesbaden; ;8.13603195213617;50.0607572515181; ; 
184;http://www.statistik.niedersachsen.de/;Landesamt für Statistik Niedersachsen;Amtliche Statistiken und Berichte des Landes Niedersachsen (Stand: 12.02.2018);Niedersachsen;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Göttinger Chaussee 76, D-30453 Hannover; ;9.7154744;52.3474126974388; ; 
186;https://www.statistik.rlp.de;Statistisches Landesamt Rheinland-Pfalz;Amtliche Statistiken und Berichte des Landes Rheinland-Pfalz (Stand: 12.02.2018);Rheinland-Pfalz;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Mainzer Straße 14-16, 56130 Bad Ems; ;7.7108601010334;50.3602236934006; ; 
187;https://www.saarland.de/statistik.htm;Statistisches Amt Saarland;Amtliche Statistiken und Berichte des Saarlandes  (Stand: 12.02.2018);Saarland;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Virchowstraße 7, 66119 Saarbrücken; ;7.04445063470545;49.2469485641077; ; 
188;https://www.statistik.sachsen.de/;Statistisches Landesamt des Freistaates Sachsen;Amtliche Statistiken und Berichte des Freistaates Sachsen (Stand: 12.02.2018);Sachsen;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Macherstraße 63, 01917 Kamenz; ;14.1104003;51.2847392972099; ; 
189;http://www.statistik.sachsen-anhalt.de/;Statistische Landesamt Sachsen-Anhalt;Amtliche Statistiken und Berichte des Landes Sachsen-Anhalt  (Stand: 12.02.2018);Sachsen-Anhalt;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Merseburger Straße 2, 06110 Halle/Saale; ;12.0281536896589;51.4955902699475; ; 
190;http://statistik.thueringen.de;Thüringer Landesamt für Statistik (TLS);Amtliche Statistiken und Berichte des Freistaates Thüringen  (Stand: 12.02.2018);Thüringen;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Europaplatz 3, 99091 Erfurt; ;10.9536516541131;51.0325108431069; ; 
253;https://www.openstreetmap.de;OpenStreetmap Deutschland;Deutschsprachige Seite des internationalen OpenStreetMap Projektes. Es beinhaltet eine freie digitale Weltkarte und freie Geodaten;Weltweit; ;JA;JA; ;xml, osm; ;geoda; ; ; ;JA;international;Römerweg 5, D-79199 Kirchzarten;ja;7.98307968313597;47.9641591963295;1/7/2021;Open Database Lizenz (OdbL)
255;https://openair.cologne;OpenAir Sensors Cologne;Citizen Science Projekt zur Untersuchung der Atemluft im Raum Köln. Mithilfe von einfachen Sensoren wird v.a. der Gehalt an Stickstoffoxid (NO2) erfasst, welcher in der Region Probleme verursacht. (Stand: 28.3.2018);Köln; ; ; ;JA; ; ;odp; ; ;JA; ;kommunal;Köln; ;6.98576902881176;50.9096683782482; ; 
259;https://gis.uba.de/;Umweltbundesamt | Daten;Mit dem Geografischen Informationssystem Umwelt (GISU) betreibt das Umweltbundesamt eine IT-Infrastruktur, in der Umweltdaten verarbeitet, prozessiert und veröffentlicht werden.;Deutschland; ; ; ;JA;csv, pdf; ;fachda; ;JA; ; ;national;Wörlitzer Platz 1, 06844 Dessau-Roßlau;JA;12.239350587032;51.842500847333;1/7/2021;je nach Datensatz ausgewiesen
261;http://www.thueringen.de/th8/tlug/aktuelle_messwerte/;Thüringer Landesanstalt für Umwelt und Geologie;Karten- und Informationsdienste sowie Messwerte zur Umwelt, Luftqualität, Naturschutz, Geologie, Seismologie, Hydrologie, Luft, Lärm, Emissionen, Hochwasserrisikomanagement u.v.m.  (Stand: 3.5.2018);Thüringen; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Göschwitzer Straße 41, 07745 Jena; ;11.59678045;50.8841739971173; ; 
262;https://opendata.dormagen.de;OpenDataDormagen;Open Data Portal der Stadt Dormagen (Stand: 3.5.2018);Dormagen;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Paul-Wierich-Platz 2, 41539 Dormagen; ;6.817156869207;51.2491619668996; ; 
263;https://www.altenburg.eu//sixcms/detail.php?id=3100&_footer_nav_id=3203&_lang=de;Statistische Verzeichnisse als Open Data;„Die Stadt Altenburg stellt auf dieser Seite statistische Verzeichnisse zum Herunterladen bereit. Die angebotenen maschinenlesbaren Daten sind frei verwendbar (Open Data).“ (Stand: 4.5.2018);Altenburg;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Markt 1, 04600 Altenburg; ;12.4331378252738;50.9849427971409; ; 
264;http://opendata.freiburg.de/;Open Data Portal Freiburg;„Auf dem neuen Open-Data-Portal präsentiert die Stadt offene Daten, die frei verwendet werden dürfen.“ (Stand: 4.5.2018);Freiburg;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Stadt Freiburg im Breisgau, Rathausplatz 2 - 4, 79098 Freiburg; ;7.79736750858643;48.0029274514905; ; 
265;https://www.arnsberg.de/open-data/;Offene Daten Arnsberg;Open Data Portal der Stadt Arnsberg mit offenen, maschinenlesbaren Daten zu Themen wie Abfall, Bauen, Bevölkerung, Einrichtungen, Geodaten, Haushalt, Wahlen (Stand: 4.5.2018);Arnsberg;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Rathausplatz 1, 59759 Arnsberg; ;7.97197758069559;51.440392347245; ; 
268;http://cdc.dwd.de/portal;Climate Data Center Portal;Das CDC-Portal des DWD erschließt offen zugängliche Klimadaten des Deutschen Wetterdiensts.;Deutschland; ; ; ;JA;csv,; ;fachda; ;JA; ; ;national;Frankfurter Str. 135, 63067 Offenbach;ja;8.79504631792385;50.121554329973;1/7/2021;freie Nutzung, andere Lizenz, wie angegeben
269;https://www.dwd.de/DE/leistungen/opendata/opendata.html;Deutscher Wetterdienst (DWD);Geodaten wie Modellvorhersagen, Radardaten, aktuelle Mess- und Beobachtungsdaten sowie eine große Zahl von Klimadaten;Deutschland; ; ; ;JA;txt, csv; ;fachda; ;JA; ; ;national;Frankfurter Str. 135, 63067 Offenbach;ja;8.69917092800988;50.0845318785016;1/7/2021;freie Nutzung, andere Lizenz, wie angegeben
270;https://opendata.duesseldorf.de/;Open Data Düsseldorf;Die Landeshauptstadt Düsseldorf stellt Verwaltungs-, Geo- und Bevölkerungsdaten zu unterschiedlichen Themen unentgeltlich bereit. Diese wurden größtenteils (soweit nicht anders gekenzeichnet) unter Bedingungen der Datenlizenz Deutschland – Zero 2.0 veröffentlicht und liegen in maschinenlesbaren und teilweise georeferenzierten Formaten wie KML, (Geo-)JSON und csv vor.  (Stand: 4.6.2018);Düsseldorf;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Marktplatz 2, 40213 Düsseldorf; ;6.70180162607307;51.1611715502025; ; 
275;https://www.umweltkarten.mv-regierung.de/atlas/script/index.php;Kartenportal Umwelt Mecklenburg-Vorpommern;Kartenportal des Landesamts für Umwelt, Naturschutz und Geologie;MV; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Goldberger Straße 12  D- 18273 Güstrow;NA;12.2243110293228;53.791909817175; ; 
276;https://www.statistikportal.de/;Statistikportal.de;Gemeinsames Statistikportal des Bundes und der Länder (Deutschland). (Stand: 27.8.2018);Deutschland;JA; ;JA;JA; ; ;amsta;JA; ; ; ;national;Gustav-Stresemann-Ring 11, 65189 Wiesbaden;NA;8.31931248422518;50.0209870662387; ; 
277;http://www.regionalmonitoring-statistik.niedersachsen.de/; Regionalmonitoring Niedersachsen;"""Das webbasierte Regionalmonitoring Niedersachsen verknüpft aktuelle Daten des Landesamtes für Statistik (LSN) mit kartographischen Darstellungen. Es trägt auf diese Weise dazu bei, die Stärken und Schwächen der Regionen objektiv darzustellen und verlässliche Grundlagen für zielgerichtetes Handeln der regionalen und lokalen Akteure als auch auf Landesebene zu schaffen. [...] Als besonderer Service sind auch die verfügbaren Daten für Hamburg und Bremen integriert."" (Quelle: Niedersächsisches Ministerium für Bundes- und Europaangelegenheiten und Regionale Entwicklung, Stand 28.8.2018)";Niedersachsen, Bremen, Hamburg;JA;JA;JA; ; ; ;amsta;JA; ; ; ;regional;Windmühlenstr. 1-2, 30159 Hannover;NA;9.82291778845788;52.3228759393242; ; 
278;https://www.zensus2011.de;Zensus 2011;Bevölkerungsstatistiken nach dem Zensus 2011 stehen zum individuellen download auf https://ergebnisse.zensus2011.de/ und als interaktiver Kartenatlas auf https://atlas.zensus2011.de/ bereit. (Stand: 28.8.2018);Deutschland;JA; ; ; ; ; ;amsta;JA; ; ; ;national;Gustav-Stresemann-Ring 11, D-65189 Wiesbaden;NA;8.20988372233747;50.0068254378331;1/6/2021; 
280;http://udo.lubw.baden-wuerttemberg.de/public/;Daten- und Kartendienst der LUBW;„Der interaktive Dienst UDO (Umwelt-Daten und -Karten Online) ermöglicht den allgemeinen Zugriff auf ausgewählte Umwelt­daten und digitale Karten­bestände.“(Quelle: LUBW) Das Portal ist Bestandteil des Umweltinformationssystems Baden Württemberg (UIS BW) (Stand: 22.01.2019);Baden-Württemberg; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Kernerplatz 9, 70182 Stuttgart; ;9.21406718475524;48.8465915033756; ; 
281;https://www.uvo.nrw.de/;NRW Umweltdaten vor Ort;Umweltinformationssystem Nordrhein-Westfalen (Umweltdaten vor Ort: UvO);NRW; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Schwannstr. 3, 40476 Düsseldorf; ;6.69445731971252;51.2158997204464; ; 
282;https://www.stmuv.bayern.de/;StMUV;Umweltinformationssysteme Freistaat Bayern (stMUV), siehe auch https://www.umweltnavigator.bayern.de/;Bayern; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Rosenkavalierplatz 2, 81925 München; ;11.6358953409558;48.2188554117531; ; 
283;https://www.berlin.de/umwelt/;Umweltportal Berlin (ISU Berlin);Zugang zu Umwelt- u. Narturschutzbehörden, Services und Umweltdaten, inbes. Komponenten des Informationssystems Stadt und Umwelt (ISU Berlin);Berlin; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Lübener Weg 26, 13407 Berlin; ;13.2866810555297;52.544443415425; ; 
284;https://luis-bb.brandenburg.de/;LUIS-BB;Landwirtschafts- und UmweltInformationssystem Brandenburg (LUIS-BB);Brandenburg; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Henning-von-Tresckow-Str. 2 - 13, 14467 Potsdam; ;12.9636208966048;52.3782847861748; ; 
285;http://www.umwelt.bremen.de/;BUISY;Bremer Umweltinformationssystem BUISY;Bremen; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Hanseatenhof 5, 28195 Bremen; ;8.82264983527339;53.0472704908314; ; 
286;https://www.hamburg.de/umwelt/;HUIS (HH);Hamburger Umweltinformationssystem (HUIS) der Behörde für Umwelt und Energie (BUE);Hamburg; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Neuenfelder Straße 19, 21109 Hamburg; ;10.0701593812959;53.4250218412562; ; 
287;http://www.uis-mv.de/;UIS-MV;Umweltinformationssystem Mecklenburg-Vorpommern;MV; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Goldberger Str.12 D-18273 Güstrow; ;12.1174398763388;53.7578495078936; ; 
288;https://www.portalu.rlp.de/;PortalU RLP;Zugriff auf Metainformationen zu Umweltdaten und Zuständigkeiten rheinland-pfälzischer Behörden, Einstiegspunkt für das Umweltinformationssystem Rheinland-Pfalz (UIS-RP);Rheinland-Pfalz; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Kaiser-Friedrich-Straße 1, 55116 Mainz; ;8.29452164380422;50.0399526114932; ; 
289;https://portalu.saarland.de;PortalU Saarland;Das Verbundportal Metaver beinhaltet den Umweltdatenkatalog Saarland als Bestandteil des Saarländisches Umweltinformationssystems (SUIS). Eine eigene Systemumgebung für SUI wurde bisher anscheinend nicht entwickelt (siehe https://www.sta-uis.de/Systembeschreibungen-Saarland.html);Saarland; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Keplerstr. 18, 66117 Saarbrücken; ;6.95161944861737;49.2084664361677; ; 
290;https://www.portalu.sachsen.de/;SachsenPortalU;Umweltportal Sachsen zur Recherche nach Umweltinformationen und Daten. - Bestdanteil des Sächsisches Umweltinformationssystem (UIS SN). Siehe auch https://www.umwelt.sachsen.de/;Sachsen; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Archivstr. 1, 01097 Dresden; ;13.8876933069478;51.0320094396137; ; 
291;http://www.umwelt.sachsen-anhalt.de/;Umweltinformationsnetz Sachsen-Anhalt;Umweltinformationen und Webangebote gemäß des Umweltinformationsgesetztes Sachsen-Anhalt;Sachsen-Anhalt; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Leipziger Str. 58, 39112 Magdeburg; ;11.57310058247;52.1319687833371; ; 
292;http://www.umwelt.schleswig-holstein.de;LUP Schleswig-Holstein;"Themenportal ""Landwirtschaft und Umwelt"" Schleswig-Holstein";Schleswig-Holstein; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Mercatorstraße 3, 24106 Kiel; ;10.1320912235544;54.3554598478079; ; 
293;https://www.umweltportal.thueringen.de/;Umweltportal Thüringen;Zentrales Suchportal für behördliche Umweltinformationen aller Art im Freistaat Thüringen, inkl. Abschnitt ‘Offene Daten’;Thüringen; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;Beethovenstraße 3, 99096 Erfurt; ;11.041809572949;50.9330269536876; ; 
296;https://www.umwelt-bw.de/;Umweltportal Baden-Würtemberg;Das Portal enthält bzw. verweist auf Umweltinformationen und -dienste von öffentlichen Stellen zur Information der Bürgerinnen und Bürger. Im Abschnitt ‚aktuelle Messwerte‘ ist eine Übersicht über verschiedene umweltbezogener Messdaten aus Baden-Württemberg. Das Portal ist eine Komponente des Umweltinformationssystems UIS BW (Stand: 21.1.2018);Baden-Württemberg; ; ; ;JA; ; ;fachda; ;JA; ; ;regional;70029 Stuttgart; ;9.24869363836966;48.7240753066397; ;Datenlizenz Deutschland – Namensnennung – Version 2.0.
297;https://geodatenportal.en-kreis.de/;Geodatenportal Ennepe-Ruhr-kreis;Geoportal im Ennepe-Ruhr-Kreis als Web-GIS-Lösung (Stand 7.1.2019);Schwelm; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Hauptstr. 92, 58332 Schwelm;ja;7.2982912;51.2848410972099; ; 
298;https://www.bochum.de/geoportal;Geoportal Bochum;Geodaten der Stadt Bochum (Stand 7.1.2019);Bochum; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;44777 Bochum;ja;7.2565529031258;51.5103890088051; ; 
300;https://www.muenchen.de/rathaus/Stadtinfos/Muenchen-Maps.html;München Maps;Kartendienst der Münchner Stadtverwaltung (Stand 7.1.2019);München; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;80469 München;ja;11.6124122601112;48.0558792633305; ; 
301;http://www.geoportal.landau.de/portal/karten.html;Mein Geoportal.Landau;Geodatenportal der Stadt Landau  (Stand 7.1.2019);Landau; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktstraße 50, 76829 Landau in der Pfalz;ja;8.11142019873167;49.1982841466871; ; 
302;https://geoportal-treuenbrietzen.de/;Geoportal Stadt Treuenbrietzen;Das Geoportal Treuenbrietzen informiert mit Hilfe der eingebundenen Geodaten über zahlreiche Bau- und Landschaftsplanungen. Einzelne Themen können in der Kartenanwendung angezeigt, gedruckt sowie mit weiteren angebotenen Informationen z.B. Liegenschaftskarte, Luftbildern oder Schutzgebieten kombiniert werden  (Stand 7.1.2019);Treuenbrietzen; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;14929 Treuenbrietzen;ja;12.8734896;52.0966551973869; ; 
303;https://www.geoportal-vogelsberg.de/;Geoportal für den Vogelsbergkreis;Geoportal Vogelsberg:
Zusammen  mit 19 Kommunen stellt der Vogelsbergkreis eine Informationsplattform bereit, auf der zahlreiche Geodaten, d. h. Daten, die über Koordinaten oder Adressen verfügen, veröffentlicht werden.  (Stand 7.1.2019);Vogelsbergkreis; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;36341 Lauterbach;ja;9.4;50.6332999970574; ; 
307;https://www.opendata-oepnv.de;Open data ÖPNV;Die an der Initiative beteiligten Organisationen stellen an dieser Stelle Ihre Mobilitätsdaten und andere Informationen und Services rund um den Nahverkehr zur Verfügung. Ziel der gemeinsamen Initiative „OpenData und OpenService-Plattform im Öffentlichen Personennahverkehr (ÖPNV)“  ist es, Transparenz zu schaffen und neue Ideen zu generieren, durch die die Mobilität im jeweiligen Verbund- beziehungsweise Tarifraum und darüber hinaus verbessert wird. Durch die verbundübergreifend abgestimmte benutzerfreundliche System- und Portallandschaft soll dies gelingen. (Stand 10.1.2019);Deutschland; ;JA; ; ; ; ;odp; ; ;JA; ;national;Gelsenkirchen;ja;7.06639138455562;51.5483988532108; ; 
310;http://www.opendata-hro.de/; ;Einstieg in die Geodateninfrastruktur und Schnittstelle aller Anwendungen mit Raumbezug der Hanse- und Universitätsstadt Rostock  (Stand 4.2.2019);Rostock; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;18050 Rostock;ja;12.1556248318717;54.1301274406974; ; 
315;https://www.bbsr.bund.de/BBSR/DE/Raumbeobachtung/Downloads/downloads_node.html;Datendownloadseite des BBSR;Datendownloadseite des BBSR mit Daten zu Raumabgrenzungen (Referenzdateien und Karten), Thematischen Karten und der  
Raumordnungsprognose 2035 nach dem Zensus. (Stand 7.2.2019);Deutschland;JA;JA;JA;JA; ; ;amsta;JA; ; ; ;national;Deichmanns Aue 31–37, 53179 Bonn; ;7.24887233773951;50.6000788246904; ; 
